id,dut,categories,test,description,inputs,result,messages
788,dc1-spine2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',NOT RUN,
789,dc1-spine2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,,NOT RUN,
790,dc1-spine2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',NOT RUN,
791,dc1-spine2,Hardware,VerifyEnvironmentSystemCooling,Verifies the system cooling status.,,NOT RUN,
792,dc1-spine2,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
793,dc1-spine2,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
794,dc1-spine2,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,,NOT RUN,
795,dc1-spine2,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",NOT RUN,
796,dc1-spine2,Hardware,VerifyTransceiversTemperature,Verifies the transceivers temperature.,,NOT RUN,
797,dc1-spine2,Interfaces,VerifyIllegalLACP,Verifies there are no illegal LACP packets in all port channels.,,NOT RUN,
798,dc1-spine2,Interfaces,VerifyInterfaceDiscards,Verifies there are no interface discard counters.,,NOT RUN,
799,dc1-spine2,Interfaces,VerifyInterfaceErrDisabled,Verifies there are no interfaces in the errdisabled state.,,NOT RUN,
800,dc1-spine2,Interfaces,VerifyInterfaceErrors,Verifies there are no interface error counters.,,NOT RUN,
801,dc1-spine2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,,NOT RUN,
802,dc1-spine2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet2 = 'up',NOT RUN,
803,dc1-spine2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_DC1-LEAF1B_Ethernet2 = 'up',NOT RUN,
804,dc1-spine2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_DC1-LEAF2A_Ethernet2 = 'up',NOT RUN,
805,dc1-spine2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - P2P_LINK_TO_DC1-LEAF2B_Ethernet2 = 'adminDown',NOT RUN,
806,dc1-spine2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet5 - P2P_LINK_TO_DC1-SVC-LEAF1A_Ethernet2 = 'up',NOT RUN,
807,dc1-spine2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet6 - P2P_LINK_TO_DC1-SVC-LEAF1B_Ethernet2 = 'up',NOT RUN,
808,dc1-spine2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',NOT RUN,
809,dc1-spine2,Interfaces,VerifyInterfaceUtilization,Verifies that the utilization of interfaces is below a certain threshold.,,NOT RUN,
810,dc1-spine2,Interfaces,VerifyIPProxyARP,Verifies if Proxy ARP is enabled.,,NOT RUN,
811,dc1-spine2,Interfaces,VerifyL2MTU,Verifies the global L2 MTU of all L2 interfaces.,,NOT RUN,
812,dc1-spine2,Interfaces,VerifyL3MTU,Verifies the global L3 MTU of all L3 interfaces.,,NOT RUN,
813,dc1-spine2,Interfaces,VerifyLoopbackCount,Verifies the number of loopback interfaces and their status.,,NOT RUN,
814,dc1-spine2,Interfaces,VerifyPortChannels,Verifies there are no inactive ports in all port channels.,,NOT RUN,
815,dc1-spine2,Interfaces,VerifyStormControlDrops,Verifies there are no interface storm-control drop counters.,,NOT RUN,
816,dc1-spine2,Interfaces,VerifySVI,Verifies the status of all SVIs.,,NOT RUN,
817,dc1-spine2,LANZ,VerifyLANZ,Verifies if LANZ is enabled.,,NOT RUN,
818,dc1-spine2,OSPF,VerifyOSPFMaxLSA,Verifies all OSPF instances did not cross the maximum LSA threshold.,,NOT RUN,
819,dc1-spine2,OSPF,VerifyOSPFNeighborCount,Verifies the number of OSPF neighbors in FULL state is the one we expect.,,NOT RUN,
820,dc1-spine2,OSPF,VerifyOSPFNeighborState,Verifies all OSPF neighbors are in FULL state.,,NOT RUN,
821,dc1-spine2,PTP,VerifyPtpGMStatus,Verifies that the device is locked to a valid PTP Grandmaster.,,NOT RUN,
822,dc1-spine2,PTP,VerifyPtpLockStatus,Verifies that the device was locked to the upstream PTP GM in the last minute.,,NOT RUN,
823,dc1-spine2,PTP,VerifyPtpModeStatus,Verifies that the device is configured as a PTP Boundary Clock.,,NOT RUN,
824,dc1-spine2,PTP,VerifyPtpOffset,Verifies that the PTP timing offset is within +/- 1000ns from the master clock.,,NOT RUN,
825,dc1-spine2,PTP,VerifyPtpPortModeStatus,Verifies the PTP interfaces state.,,NOT RUN,
826,dc1-spine2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,,NOT RUN,
827,dc1-spine2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,,NOT RUN,
828,dc1-spine2,Routing,VerifyRoutingTableSize,Verifies the size of the IP routing table of the default VRF.,,NOT RUN,
829,dc1-spine2,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,,NOT RUN,
830,dc1-spine2,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,eAPI HTTPS SSL Profile: eAPI_SSL_Profile,NOT RUN,
831,dc1-spine2,Security,VerifyAPIHttpStatus,Verifies if eAPI HTTP server is disabled globally.,,NOT RUN,
832,dc1-spine2,Security,VerifyAPIIPv4Acl,Verifies if eAPI has the right number IPv4 ACL(s) configured for a specified VRF.,,NOT RUN,
833,dc1-spine2,Security,VerifyAPIIPv6Acl,Verifies if eAPI has the right number IPv6 ACL(s) configured for a specified VRF.,,NOT RUN,
834,dc1-spine2,Security,VerifyAPISSLCertificate,"Verifies the eAPI SSL certificate expiry, common subject name, encryption algorithm and key size.",,NOT RUN,
835,dc1-spine2,Security,VerifyBannerLogin,Verifies the login banner of a device.,,NOT RUN,
836,dc1-spine2,Security,VerifyBannerMotd,Verifies the motd banner of a device.,,NOT RUN,
837,dc1-spine2,Security,VerifyIPSecConnHealth,Verifies all IPv4 security connections.,,NOT RUN,
838,dc1-spine2,Security,VerifyIPv4ACL,Verifies the configuration of IPv4 ACLs.,,NOT RUN,
839,dc1-spine2,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,,NOT RUN,
840,dc1-spine2,Security,VerifySSHIPv4Acl,Verifies if the SSHD agent has IPv4 ACL(s) configured.,,NOT RUN,
841,dc1-spine2,Security,VerifySSHIPv6Acl,Verifies if the SSHD agent has IPv6 ACL(s) configured.,,NOT RUN,
842,dc1-spine2,Security,VerifySSHStatus,Verifies if the SSHD agent is disabled in the default VRF.,,NOT RUN,
843,dc1-spine2,Security,VerifyTelnetStatus,Verifies if Telnet is disabled in the default VRF.,,NOT RUN,
844,dc1-spine2,Services,VerifyDNSLookup,Verifies the DNS name to IP address resolution.,,NOT RUN,
845,dc1-spine2,Services,VerifyDNSServers,Verifies if the DNS servers are correctly configured.,,NOT RUN,
846,dc1-spine2,Services,VerifyErrdisableRecovery,"Verifies the errdisable recovery reason, status, and interval.",,NOT RUN,
847,dc1-spine2,Services,VerifyHostname,Verifies the hostname of a device.,,NOT RUN,
848,dc1-spine2,SNMP,VerifySnmpIPv4Acl,Verifies if the SNMP agent has IPv4 ACL(s) configured.,,NOT RUN,
849,dc1-spine2,SNMP,VerifySnmpIPv6Acl,Verifies if the SNMP agent has IPv6 ACL(s) configured.,,NOT RUN,
850,dc1-spine2,SNMP,VerifySnmpStatus,Verifies if the SNMP agent is enabled.,,NOT RUN,
851,dc1-spine2,Software,VerifyEOSVersion,Verifies the EOS version of the device.,,NOT RUN,
852,dc1-spine2,Software,VerifyTerminAttrVersion,Verifies the TerminAttr version of the device.,,NOT RUN,
853,dc1-spine2,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,,NOT RUN,
854,dc1-spine2,System,VerifyAgentLogs,Verifies there are no agent crash reports.,,NOT RUN,
855,dc1-spine2,System,VerifyCoredump,Verifies there are no core dump files.,,NOT RUN,
856,dc1-spine2,System,VerifyCPUUtilization,Verifies whether the CPU utilization is below 75%.,,NOT RUN,
857,dc1-spine2,System,VerifyFileSystemUtilization,Verifies that no partition is utilizing more than 75% of its disk space.,,NOT RUN,
858,dc1-spine2,System,VerifyMemoryUtilization,Verifies whether the memory utilization is below 75%.,,NOT RUN,
859,dc1-spine2,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
860,dc1-spine2,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
861,dc1-spine2,System,VerifyReloadCause,Verifies the last reload cause of the device.,,NOT RUN,
862,dc1-spine2,System,VerifyUptime,Verifies the device uptime.,,NOT RUN,
863,dc1-spine2,VLAN,VerifyVlanInternalPolicy,Verifies the VLAN internal allocation policy and the range of VLANs.,,NOT RUN,
864,dc1-svc-leaf1a,AAA,VerifyAcctConsoleMethods,"Verifies the AAA accounting console method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
865,dc1-svc-leaf1a,AAA,VerifyAcctDefaultMethods,"Verifies the AAA accounting default method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
866,dc1-svc-leaf1a,AAA,VerifyAuthenMethods,"Verifies the AAA authentication method lists for different authentication types (login, enable, dot1x).",,NOT RUN,
867,dc1-svc-leaf1a,AAA,VerifyAuthzMethods,"Verifies the AAA authorization method lists for different authorization types (commands, exec).",,NOT RUN,
868,dc1-svc-leaf1a,AAA,VerifyTacacsServerGroups,Verifies if the provided TACACS server group(s) are configured.,,NOT RUN,
869,dc1-svc-leaf1a,AAA,VerifyTacacsServers,Verifies TACACS servers are configured for a specified VRF.,,NOT RUN,
870,dc1-svc-leaf1a,AAA,VerifyTacacsSourceIntf,Verifies TACACS source-interface for a specified VRF.,,NOT RUN,
871,dc1-svc-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc1-spine1 (IP: 10.255.0.1),NOT RUN,
872,dc1-svc-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc1-spine2 (IP: 10.255.0.2),NOT RUN,
873,dc1-svc-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc1-spine1 (IP: 10.33.255.16),NOT RUN,
874,dc1-svc-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc1-spine2 (IP: 10.33.255.18),NOT RUN,
875,dc1-svc-leaf1a,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc1-svc-leaf1b (IP: 10.33.1.105),NOT RUN,
876,dc1-svc-leaf1a,Configuration,VerifyRunningConfigDiffs,Verifies there is no difference between the running-config and the startup-config,,NOT RUN,
877,dc1-svc-leaf1a,Configuration,VerifyZeroTouch,Verifies ZeroTouch is disabled,,NOT RUN,
878,dc1-svc-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: dc1-spine1 Ethernet5,NOT RUN,
879,dc1-svc-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: dc1-spine2 Ethernet5,NOT RUN,
880,dc1-svc-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: dc1-svc-leaf1b Ethernet3,NOT RUN,
881,dc1-svc-leaf1a,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet4 - Remote: dc1-svc-leaf1b Ethernet4,NOT RUN,
882,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-leaf1a Loopback0 (IP: 10.255.0.3),NOT RUN,
883,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-leaf1b Loopback0 (IP: 10.255.0.4),NOT RUN,
884,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-leaf2a Loopback0 (IP: 10.255.0.5),NOT RUN,
885,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-spine1 Loopback0 (IP: 10.255.0.1),NOT RUN,
886,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-spine2 Loopback0 (IP: 10.255.0.2),NOT RUN,
887,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-svc-leaf1a Loopback0 (IP: 10.33.0.5),NOT RUN,
888,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-svc-leaf1b Loopback0 (IP: 10.33.0.6),NOT RUN,
889,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-wan1 Loopback0 (IP: 10.255.2.1),NOT RUN,
890,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc1-wan2 Loopback0 (IP: 10.255.2.2),NOT RUN,
891,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc2-leaf1a Loopback0 (IP: 10.255.128.13),NOT RUN,
892,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc2-leaf1b Loopback0 (IP: 10.255.128.14),NOT RUN,
893,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc2-leaf2a Loopback0 (IP: 10.255.128.15),NOT RUN,
894,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc2-leaf2b Loopback0 (IP: 10.255.128.16),NOT RUN,
895,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc2-leaf3a.arista.com Loopback0 (IP: 10.255.128.17),NOT RUN,
896,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc2-leaf3b.arista.com Loopback0 (IP: 10.255.128.18),NOT RUN,
897,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc2-spine1 Loopback0 (IP: 10.255.128.11),NOT RUN,
898,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.33.0.5) - Destination: dc2-spine2 Loopback0 (IP: 10.255.128.12),NOT RUN,
899,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet1 (IP: 10.33.255.17) - Destination: dc1-spine1 Ethernet5 (IP: 10.33.255.16),NOT RUN,
900,dc1-svc-leaf1a,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 10.33.255.19) - Destination: dc1-spine2 Ethernet5 (IP: 10.33.255.18),NOT RUN,
901,dc1-svc-leaf1a,Field Notices,VerifyFieldNotice44Resolution,Verifies that the device is using the correct Aboot version per FN0044.,,NOT RUN,
902,dc1-svc-leaf1a,Field Notices,VerifyFieldNotice72Resolution,"Verifies if the device is exposed to FN0072, and if the issue has been mitigated.",,NOT RUN,
903,dc1-svc-leaf1a,Greent,VerifyGreenT,Verifies if a GreenT policy is created.,,NOT RUN,
904,dc1-svc-leaf1a,Greent,VerifyGreenTCounters,Verifies if the GreenT counters are incremented.,,NOT RUN,
905,dc1-svc-leaf1a,Hardware,VerifyAdverseDrops,Verifies there are no adverse drops on DCS-7280 and DCS-7500 family switches.,,NOT RUN,
906,dc1-svc-leaf1a,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,,NOT RUN,
907,dc1-svc-leaf1a,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',NOT RUN,
908,dc1-svc-leaf1a,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,,NOT RUN,
909,dc1-svc-leaf1a,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',NOT RUN,
910,dc1-svc-leaf1a,Hardware,VerifyEnvironmentSystemCooling,Verifies the system cooling status.,,NOT RUN,
911,dc1-svc-leaf1a,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
912,dc1-svc-leaf1a,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
913,dc1-svc-leaf1a,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,,NOT RUN,
914,dc1-svc-leaf1a,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",NOT RUN,
915,dc1-svc-leaf1a,Hardware,VerifyTransceiversTemperature,Verifies the transceivers temperature.,,NOT RUN,
916,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet5 = 'up',NOT RUN,
917,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet5 = 'up',NOT RUN,
918,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - MLAG_PEER_dc1-svc-leaf1b_Ethernet3 = 'up',NOT RUN,
919,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - MLAG_PEER_dc1-svc-leaf1b_Ethernet4 = 'up',NOT RUN,
920,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',NOT RUN,
921,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',NOT RUN,
922,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel3 - MLAG_PEER_dc1-svc-leaf1b_Po3 = 'up',NOT RUN,
923,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',NOT RUN,
924,dc1-svc-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',NOT RUN,
